score,userName,review
5,DDRL Podcast,"I have been obsessed with Ai since day 1 years ago & embrace this technology in every avenue possible.  I mentor everyone I come across about the fantastics of Ai especially on my podcast. This app definitely is very unique and fun ! Few things could be tweaked if you’d like my recommendations but beyond those minors, it’s a very cool platform to implement into your reels & posts"
1,disappointed5785867587,"Tried the hug affect and image to video affect about 12 times. 9 out of 12 times you sit and wait for 5 minutes plus for the video to generate only for it to quit the process altogether and give you a “something went wrong try again later” warning. And the few times it did “work” two of them the pictures didn’t even move. There was just a slight zoom in effect. The one time out of all of the attempts where the people in the images moved, one person stood still completely and the other barely turned. They didn’t even touch each other let alone hug. This is trash."
3,Zack Sheats,"For how much you pay, I really don’t want a limit after a few generations. I try to use this app as a quicker way to generate AI rooms for interior decor clients in while at their homes, and after paying for the service, you don’t get more than a few videos out of it. The AI itself is okay, it is quite buggy actually. You have to be pretty detailed to get a worthy result.   For what it is, it’s alright. Would I renew my subscription again? Probably not! There’s plenty of other better AI generators out there!"
2,jayy5565,I’m a huge fan of Michael Jackson and I always listened to his music every day and today when I downloaded this app I immediately went to the hugging feature and I took a picture of myself and I took a picture of Michael Jackson and I was so excited to see me and Michael Jackson huge me but when I hit create it said I needed to pay for it because of that stupid premium! And I asked my mom if I could buy it but she said no. This ruined my entire day. Pls remove the premium I wanted to see my favorite celebrity hug me but it looks like that isn’t happening😞
1,PrincessTja,"I wish I could get my $5 back! I downloaded this app because they advertised the ability to create videos of two pictures hugging. I thought this would be perfect since I recently lost my grandmother and would love to see her hugging me one more time. Unfortunately, I kept getting an error message everytime no matter what pictures I used. Then I tried the “bring pictures to life “ tool. Don’t do anything. Just stretched the picture to make it look like it was moving. Just disappointed. Save your $5 and just use your imagination- it will be less frustrating."
1,KP1111112,"I paid for a app with a daily limit of use. This world keeps getting worse. Haha a daily limit what a joke. It works until the daily limit and half of what you get is just a blank screen washing you very few attempts at making something with this a.i. hopefully it gets better I wish someone would tell me the name of a really good one. I need something much better than this one. But I made some cool stuff before the daily limit. Now I know about the limit I don’t know how many tries we get a day? I say tries because for me, most attempts did not work…"
2,bradpell,"I haven’t had a lot of time to play with the app but, what I have tried so, far is the text to video and text to dance video. Uhm…wow…how far from my description was the result. One prompt I wrote translated in a glitchy set vibrating strings, which was not even close to the crazy scene I described using human characters.  The system doesn’t kick the prompt as easily as some (due to mild but, apparently “inappropriate content “) it doesn’t produce what you describe. Hopefully, they’ll work night and day to really produce the app they advertise."
3,Red B*tch,"It’s really kind of amazing how you can bring two still photos to life and together. Only downside is that it does alter the faces. Sometimes it’s slight but it is noticeable but then the next one it can look like completely different people by the end. I was hoping to bring to life photos of me and my late father but it was a bit underwhelming due to us having completely different faces after AI did its thing. I don’t know because honestly, I’m kind of on the fence."
1,mrwarrenpeace,"I bought this app for a project I’m working on and immediately cancelled my subscription… like within 5 minutes! It’s just not ready as far as other ai platforms. The more detailed you are, the bigger the failure at rendering the video. It was giving me videos that were completely useless. Simple prompts: Man in a hoodie standing over a London backdrop, zoom out, high quality. Images walking 2 legs turn into 3! Cities from aerial view bend as it pans… just not ready and not worth the price tag! Kinda feel sorry for those who bought the year subscription!"
4,bluesnurse,I need the ai to work more like chat gpt when it comes to video generation and do exactly what I say along with generating voices or even allowing me to do some voice overs. What I need is this ai to search the web for the exact things I want. Also being able to go into my photos so I can have specific things I can add to the video
1,HevnzHere,"Maybe I expected too much with the previews that I saw as advertisement. Not only do the videos take a while to upload, There’s only a small handful of options and they really don’t do anything that’s appealing and worth the money. I’ve spent.  The ones that let you insert the image barely show my image before the effect takes place, which is totally pointless if I’m doing it for advertising purposes. Truly disappointed. This is why I normally don’t buy things without a trial first, but I was not offered a trial so I thought I’d go for it. That’s my fault."
5,Keywiz,"I’ve been really enjoying this app. Totally works and I don’t know what any of those negative reviews are referring to. I’ve used this app to make so many of my friends smile. There are a lot of apps on the iOS store that claim to do different AI procedures, but many don’t work. This one absolutely does and I’m a happy customer. There is magic here."
1,Dottie Boss,I managed to make a good hugging video of a friend and a loved one who has passed on. I tried to create one of my mother and my child and the AI kept messing up. First it had a technical error and told me to try again later. And when it finally started working it kept messing up my mom and child’s faces. I continued trying to find some pictures that would make a nice hug video and then the app said I’d “reached my daily limit” it didn’t tell me I even had a daily limit. For $5/week the creators of this app have some serious NERVE! DON’T DOWNLOAD THIS APP. Waste of time and money!
5,TheMoringaKing12,"The hugging functionality is excellent some times - it’s sort of a hit or miss, but they should offer more functions with the real pictures as opposed to just the ai ones. Like maybe dancing or kissing and stuff like this with the photo drop function. I can say it’s worth using. It’s very fun."
1,Cone12flat,"I paid for a yearlong subscription for this app based on several advertised features and editing options, it’s less then 24 hours and the developers have put out an update that took away all those features, the very reason I signed up for the app.     Total bait and switch- the remaining AI features are a joke, they describe them as “videos” but clips would be more accurate as they barley generate 5 second long images- and the fun options “cake-ify” “melt”  and more have all been removed-"
1,Miss my pup toby,"It doesn’t work & it tricks you & it’s really sad. I saw an add for this app on snapchat & it told me I could see a video of my DECEASED pet & I hugging through AI. My heart broke. Of course I downloaded the app & it said if I paid $5 for it I could see what I had only dreamed of before. Come to find after paying the money that after uploading the pictures it just says “Video in progress… Videos ready in 3 minutes” on an endless loop. A scam & a rip off, & one that uses your emotions to pull you in too. Really sad. Was really upset after this one."
3,grazie82736,"Dont waste your money. First one worked. Then ALL stop working- I did all kind of images to help with the model - zoom into the face, good quality. Nothing... money wasted, also kind of stressful because I did for make pictures turn little live of love ones who passed away and memories. I mean simply doesn't work, the pictures never change. Its a huge bug."
2,Mozeik,"You cannot upload photos and manipulate them with text prompts as it is advertised. It is HEAVILY advertised that there are those specific features. I wrote to their team and they gave a vague response that they told their team about it and they are working on it. I paid for the 1 year subscription and feel scammed. If they do update the app and make those changes, I will change my rating."
5,Deenag45067,I was skeptical of this app at first - they say if it’s too good to be true it usually is. But my broken heart wanted another hug from my daughter who tragically passed away. It’s way more than I expected. I can’t stop watching the hugging video and have smiled through my tears. Thank you!!!
1,EsctacyArtistry,"Normally I don’t bother with AI apps but thought I’d try it for the ‘Hugging Video’ as my mother passed away in 2016 and I have no photos or videos of us. Had to pay $5 just to see if it would even work. After paying the one video it did make was absolutely terrible. I used higher quality photos to try and see if that would help, but no! Its been processing since and won’t allow me to use any other app features… My video has been “ready in 1 minute” for several now."
1,Honeybeeforeman,"Your child will ask to download this and then you will say yes to “Get” then you will download it and then your the kid will pay full price and you get to eat the cost. This is how business is done nowadays. It’s a shameful practice, but it is allowed by Apple.   Buyer beware! do not press get unless you want to pay full price which your child will gladly do after you’ve downloaded the app. So much for an app creator and Apple having integrity and doing the right thing."
1,DonimorethanoneDonut,"I don’t usually leave reviews for apps, but this one particularly bugged me. To charge as much as they do for essentially the most worthless app takes a lot of audacity. Constantly crashes. Videos come up as errors or don’t even get made at all a lot of time. And even when the videos get made, it’s actually awful. You sit waiting for a few minutes only for some awkward distorted mess. Do not waste your time downloading this app and definitely do not pay a penny!"
1,Free Coins!!!St,"The video quality is not what is depicted in the App Store or in ads.  Not even closed.  The videos are grainy and pixelated and, even worse, appear to run at 15 frames per second, causing choppy, terrible-looking videos.  The quality of the advertised videos and those produced in the app are so far off it feels borderline fraudulent.  To be clear, I’m not complaining that the videos aren’t pristine, 4K videos, I’m complaining because they look like Tumblr gifs from 2005."
4,The Wood66,It’s okay great way to improve pictures but it has its limits on the videos you can make 5-6 videos per day when you pay 39 dollars a year you be able to make as many as you want and putting pictures on the video can and should be easier
1,ModMerchant,"On the add it looked like something that I would like. WRONG!! I tried it and FIRST I wasn’t able to do anything without paying $5 A WEEK! Then finally I paid and the things didn’t look real AT ALL!! I tried to make me and my gf kiss, and we went through each other’s noses and lips! And the back of my head looked like a monkey was hanging off. And my gf was doing a weird grinch smile. I tried to undo my subscription but it wouldn’t let me! It’s a scam!!!  So the only thing that I would suggest is DONT SELL THIS APP ANYMORE!!!!! From:ModMerchant."
1,elfin_kate,"I downloaded the app just to try out a few specific features like ‘Squished’ and ‘Cake-ified.’ I paid for a week, experimented with the videos, canceled the subscription, and planned to make one more video while my week was still active. To my surprise, after a couple of days, those features were no longer available, even though my subscription was still active. Very disappointing that none of the fun features were accessible anymore."
1,Bribarnhart,"Quality of of videos is very poor and the length is 3 secs max.  Actually looks like a live picture on loop.  do not buy this app. There is no trial and you will be forced to pay for at least one week. I’ve used it for about 10 minutes and I’m going to be requesting my money back from Apple because this is not a video generator app.    If you’re serious about trying to create quality content, stay away from this app because you’re not gonna get it here."
1,1111111112222w222222w222,"I want to take a picture of my mom and take a picture of me and make us hugging, but this stupid app charges everything. I tried all of them they you have to have to pay money before you could see your video. This is so stupid of enough they should make at least one of them, which is the one that you could hug other people if you put two pictures at least make that one free, so my review on this is zero stars but there’s no zero stars so one star"
1,Ehsan Barton,"I’ve never written a review, but couldn’t go by in case of this app. It is terrible. If I could, I would return my money, because I canceled my subscription after 15 min of using it. You can’t influence anyhow at the outcome (movement, camera, ratio, etc) anyhow.  The video you get is nothing alike you see in advertisements. It doesn't even have any movement there in most tries.  It is like baby AI, who hasn't been taught anything about video creation. Don't make my mistake, don't download this app."
4,Der Köbler,"Daily limits are understandable to not overwork the servers, but it shouldn’t be so low. The quality of the renders have fallen drastically as well, with random people often appearing in hugging videos. Someone’s definitely doing this better on another app."
2,Ukitect,"I downloaded the app and intended to do a test to see if the subscription was worth it. However, the only tests available were off ‘prompts’ — no way to use my own material. How do I know each prompt is not some canned video? And even if the prompts generate new material each time, how do I know the tool can’t do custom videos? This app should allow one free AI generated custom video before committing to purchase a subscription."
1,J1122334455,I have to update after several days and yes I mean days of use. This app is terrible. It works maybe 5% of the time.  It offers only a few options. The video prompts are really just ok. And the AI it develops is pretty fair at best. You can easily tell where it’s not “real”. The worst part of all is that they ask you to pay and then limit the usage. It says .77 cent per week for unlimited use and unbenounced to you that only means 1-2 animations created a day. Not worth the cost. NOT WORTH IT!!
5,Gdjdd cc hdhjcsgjcko,"Well, the reason why I give this a good rating is because you can see yourself doing something that you wanna see you doing that you’ve never been able to do before so that’s why I think it deserves five stars"
3,Miztrizzzzz,"I’ve subscribed and paid money just for there to be a daily limit. I’m trying to create the perfect video of my baby cousin and my father which both passed away, and was told I have a limit. Am I taking to much AI that there ain’t enough for anyone else? Other than that, most of the videos are alright."
1,DaveHohio,"The App Store it was free. Knowing nothing is free, I figured I’d at least be able to try it. I had to subscribe for a week for nearly $ 5.00 just to try it. No wonder you have to pay before even testing out the app! I spent 20 minutes working with it and between the horrible graphics and it doing nothing even close to what I typed in, i quickly deleted it. This is far worse than anything I’ve tested out and I just wasted money."
1,LouArson,"You’re forced to pay for either the week, or the full year as soon as you get started. They ask you for an app review before being able to test out the app 🚩. As a graphic designer, I wanted to use this app to help in creating a few elements for me to be able to use in my designs. This app is so limited, you can only create in square format, no other size. Which is a huge disadvantage. It is not worth the money. Sorry. 1 star."
3,whitelied,"The animating still feature barely moved the portrait photo I submitted. The first try moved a shoulder, the second try did a push on the entire photo that can be done in any edit program.   I also asked it to create an animated video of a capuchin monkey on a white horse riding along a canal. Twice it put the horse in the water with a gibbon monkey on his back."
1,OWE86,"I had high hopes for this app, but it’s been a major letdown. The AI video generation sounds promising, but the app crashes constantly, making it nearly impossible to complete a project. Every time I try to create or it freezes or shuts down unexpectedly, it just doesn’t function smoothly. I was really excited about the potential, but with all the bugs and crashes, it’s unusable. Definitely not worth the frustration. Needs serious improvements"
1,Jaboski95,When I downloaded the app I was expecting to receive an app that made entire videos. However I only received 2 seconds. It was just a standard AI image that you could get for free on instagram with the most basic animations . And I’m talking very basic. Finally I had also thought I was paying 0.99$ per week and you can just cancel anytime like I said. However it charged me 38$ for the entire year.  Seriously Not worth it.
5,Philly Peacock,This has unlocked so many ideas.  I think it would make a great project that I would like to incorporate this into.  I am in the processing stage to see how far I can push this app.   So far it is really good.
1,HinataRHyuga,This app is horrible. No matter how detailed your prompt is it is always wrong.  You are also limited to how many words you can put into the prompt. The “realistic” videos are so choppy it’s just like one big blur. There are other apps out there that do AI videos and images so much better. Do not bother with this one. I don’t typically write a lot of reviews but I was so disappointed with this app. Buyer beware. $5 (plus tax) for 2 minutes of disappointment.
1,Dougs4Given,"When I first use the app, it was excellent, but then, as I kept using it, it would not create a picture then it just kept saying error, error, error, error, over and over again and would not do a thing. Then they charge you all this money and there’s only like four things you can do with it.. The graphics when I first used, it was absolutely amazing, but then it was useless. And wasted my money."
1,Leonardandmisty,"This app clearly is not ready for prime time. The developers should be embarrassed to release such a worthless. There is a reason no free trial. It is offered, begins at that point. The cat would already be out of the bag and folks with clearly see it’s not worth five bucks a week. Yes, I was curious and subscribed for the initial one week and immediately found app is so bad, then canceled the subscription after only two abysmal rendering. Apple has to do a better job of vetting these apps."
1,Akoliadich,"I’ve downloaded this overhyped app. First of all: there are zero free options (or I haven’t found any). Secondly, when you pay $5 for a week (🤯), there’s still nothing to do on the app, because nothing is working. I’ve tried to upload multiple images, the result is the same (“oops, something went wrong, try again later”). Nothing helps. I want my money back."
5,greendsteve,Super quick and super detailed videos. Way better than the other AI video apps I’ve used for content creation. Does a better job of actually following what you’re asking in the detailed instructions
3,Oso1121,"I paid for the week subscription and made multiple generated kissing photos since I’m away from my wife. After a few it said I “reached my limit” for the amount I can do that day. If I paid for the app and the ability to make these photos, I don’t understand why I’m held to a limit."
1,clio2000,I have trust issues. I trust just few apps or companies and allow them to get some information from me . But for sure I won’t allow my family photos to be uploaded with me knowing where it’s going and what they will do with it. Get. Another app that can do the same thing but make sure it can do it on your phone not in remote servers. So you got 1 star from me.
2,Alicewildaces,I picked an older couple and myself to hug and a not pictured male came into the frame blocking me from seeing me hugging the elderly couple entirely! lol was like a jump scare! Then I did me hugging a male and a girl I didn’t choose at all came into the frame like an attack hug violently and I watched myself to appear to almost bite her on the arm as she squeezed me violently. Halloween time stuff! I needed to hold hands just to watch what new video the ai made…create cautiously
1,Hollertown,"I downloaded this app cuz I saw an ad that you could use an AI Squish feature to squish an object in a video. To my disappointment, there is no such feature.  I proceeded to play with the features they did have provided (hugging, kissing, dancing, with two separate images) and each time I waited five minutes to get a message saying, to try again later. Something went wrong. Waste of money. You shouldn’t be advertising with lies."
4,niknij26b,My husband died in a house fire 9yrs ago and our daughter was 14months old at the time I just used both their pictures in the hugging ai shot and it was very touching although the faces wasn’t an exact match when the video started to move but still neat to see
1,395858262627959448614262,"The app should be called “AI GIF” This app does NOT make videos. It makes 2-3 second GIF type media. No sound, very low amount of movement, the quality is okay but not great. I paid $4.99 for the week thinking it was just to try it out, complete waste of money. There are waaaaaaaay better AI video generators on the market, ones that ACTUALLY make videos and don’t lie directly to you. Save yourself the time and money and move on from this app."
1,sooodisappointed345,"Bought the premium because some of the options looked cool to try. (Namely dissolve it) None of them work and they remove them from the app when I try. All that was left was less interesting effects you could get for free elsewhere. Cancelled premium and AS SOON as my premium ran out, the cool options came back. They wouldn’t entertain a refund in their support options. These guys are con artists. Absolute trash. Don’t not buy."
1,D2theE,"If you are wanting to create a hugging video of you and a loved one, do not use this app. It doesn’t let you preview the feature without paying up front. Then no matter what pictures I chose it turned the faces In my images Asian and random arms come out of the side and hug each picture. The advertisement is false this app will not take two pictures and have those two people hug each other."
1,sider321,My subscription was supposed to be 77 cents a week but these losers charges me 40 something dollars. The app is also GARBAGE!! Doesn’t do what it claims do do. Multiple times where I tried to generate a video and it says “error “. I tried to make 2 pictures move and the most it did was make it wiggle. I tried to make 2 pictures hug each other but they just turned into walking dolls instead. I could go on but I don’t have time
4,Bry9999suf,Good quick video generation. Just need to be able to create longer videos. I also have another app that will allow continuation after the first video is done. You might look into that.
2,pressuredCan,"2 stars only for text prompts. There was no free trial so I couldn’t use the app without paying for subscription. And I found that upload image options doesn’t work for iOS 18, the prompt to select fails within a fraction of a second.   Will update the rating if the image upload issue is resolved. :)"
5,TiborM,"Recognizes characters very well and gives the. great natural motion. Hope to see more available templates. Randomly tells me I’m out of daily credits, but then it works a bit later."
4,leader227,"So far loving it, even went premium. It has potential but the daily limit for premium users should be removed. Other than that I hope you guys keep working on it :-)"
1,iwwegofwogz,"I calls itself free, you get the app, and you can’t do anything without paying. That’s it. Apps should not be able to falsely advertise themselves as free just to farm downloads and money by wasting peoples time. There are plenty of actually decent video generators out there, and this isn’t one of them even when you pay Sorry but you deserve this rating for being a scummy company"
1,hyfreg,"There are so many other alternatives that actually provide the results this app claims. It doesn’t even offer a free trial, instead you have to waste $4.99 to find out it’s a subpar application. The advertising for this app looks amazing and made me think I could hug my dead father one last time or animate one of his photos but no matter how many I tried all the AI did was zoom in and out of his face. No animations whatsoever."
1,yuck4567,"This is in no way a video generator. It pieces together very unrealistic pictures into almost a slide show. If you are looking for something that will take your description and create a video from it, keep looking. It doesn’t do anything you are hoping for. It should be free and even if it was free, it’s a waste of space on your device. I feel completely ripped off. Worst 5 bucks I’ve every spent."
2,Cook's Wife,"Trying to figure out why I have a daily limit on something , tried to crest a video two days later and still saying I’ve reached my daily limit.  It stated nothing in the policy that there would be a daily limit on my subscription. Can someone respond so I’ll know to cancel or not because it’s frustrating at this point"
1,Wowzerss101,"Unfortunately, I fell for this scam through Facebook. At three second replaying AI generated video which does not allow you to add prompts nor display your vision..  Serious updates are needed and fast because I just paid for a subscription for an entire year for something I can never use and probably not get a refund. This is false advertisement as the video was shown displayed sound in a clip that was over one minute long."
3,Prabs99,"I like the app but even after you pay there is a daily limit to how much you can use it.  Additionally, you can’t get the ai video right on a first try and need multiple tries to get to a video you like. If the daily limit is removed then the app deserves 4.5 star in my book."
1,12345697$,"I’ve tried several times to follow the instructions with the picture, but it simply isn’t working as advertised. While it looks easy, the actual process is far more complicated. The picture doesn’t move or respond the way it’s supposed to, which makes the entire task frustrating. Despite multiple attempts, it’s still not functioning properly."
1,KhadirAhmed,"The app isn't good at all, firstly it doesn't let you use the app and show features and force u to buy pro.. when I bought pro version to test .. it generates useless video .. i generated 2 videos and both of them just have like some motion in particular place ..   In addition app doesn't have option to cancel subscription.. i would say apple should delist this app as it lacks basic features"
2,Adamant1980,"Clips are too short, very limited interpretations on a lot of AI programs, slow processing requests, don’t get what you asked for, etc. Other than that very cool idea just needs more work to be worth the money in my opinion. Unless you like spending hours making random videos and not getting quite what you asked for or expected."
3,DiYiRi_25,"The quality of the videos is really good. The videos are short, maybe I just haven’t figured out how to make them longer yet. And I’m not sure but I think there’s a daily limit of 3 videos for the paid version. I would have passed if I had known that ahead of time"
1,xPoison89,"Tried a simple prompt “ create a video showing view from up a small mountain with other small mountains in the background in front center 3 birch trees lined up a big gust of wind knocks center tree down & it sprouts branch arms & picks itself up & walks away”   It gave me a scene of 3 birch trees, and panned the camera angle for about a second, the only thing relevant to my prompt was the three trees. This was after paying for a subscription."
4,Bookworm300,"The app is inconsistent with how many videos you can make in a day. I made 14 yesterday and it said I Rand out, then I made one earlier today and said I ran out, then I made 10 and hour ago and said I ran out."
2,GoryRose,"If your paying to use the subscription there should be no daily limit….also there isn’t many filters to use, I thought after buying it would show more. Definitely won’t be buying again, there’s other better ai programs that gives you way more edits and no limit"
5,Reportfriendly,"I’m unsure if you can generate anything you would like to see, and that would be cool, and would also be cool if the app would allow more detail and longer duration of videos"
5,Andrew Bueche,So impressed with the value and potential this app holds. There are unlimited videos to generate in less than 1 minute for only $0.77 per month. This company is going to revolutionize the entertainment marketplace!
5,Arkentyme,"Wish the videos could be long just by having a longer hold time. However, this is fire. Iv been waiting for something like this."
4,Ontarget42,"The app seems like it would be really great, only problem is it didn’t do exactly what we tell it to make. Simple as saying galaxies and it does something completely else. Video length needs to be longer."
3,lamont king,The app is good but once I paid for it it only allowed me to make a couple of videos. Now all the options are gone from the home page. It’s only giving me a few options that I don’t want. The ones I paid for the app for is gone.
1,PATSY0905,"I paid for the Pro version expecting better quality and features, but this app fell way short. The quality of the video edits is terrible, and I was only able to create one video before it stopped working altogether. For an app that charges for premium features, I expected much more reliability and value. Save your money and look elsewhere."
4,Azuki010,"Well, where I can begin, the app its completely good, the Ai works well but there is sometimes that it doesn’t do well, overall it’s good at least if you want to make videos with this it’s good"
4,Stephi Styles,"I purchased the app and was limited to a daily amount however, it’s a new day and I’m still limited from yesterday. Doesn’t seem right for something purchased."
1,Jennlynnmoo,"Had there been a free trial option I would have been able to quickly identify that this app does not meet my needs. Instead, you need to pay for a week to be able to generate anything. The technology is not there for trying to generate “realistic” content and the video format does not work for my needs. Waste of $5 for the week I had to pay for"
4,Realwealthycash,"Wow, this app packs so many capabilities. It will surely take my content creation to the next level. I just wish the videos were longer, but pretty sure they will upgrade that down the line…"
1,$PLIT!!!,This app keeps making my two pictures other pictures like two women or two men when I clearly have a woman and a man and they make the same sex kiss or it just turns the man into a woman or kinda a woman with a long ponytail kissing it keeps making the pictures gayit only gets it right like 5% of the time
5,Patrick RRT,Just an amazing tool for content creators and those that are stepping up their video game. Easy to use and it creates simply beautiful images. You must get this!
5,Bcdpires,It actually worked the second time around. And I couldn’t believe it!! Definitely worth giving it a try! I’m amazed!!!
1,Champ Blankson,I just wasted 5$ thinking there would be an actual video. This app needs to fix this. There is a button to where you can press play and it’s like 1 second long and none of the characters move. It’s not an actual video just a play button of a still photo for one second. Hope they can fix this.
5,7blck,I like that I think as potential and needs cleaning up when you prompted things sometimes it goes a little haywire but like great potential keep it up guys
1,Trininurse78,"So I downloaded the app the second slide was to review the app. No way around it, or back from it. I gave 5 stars, proceeded to the payment section unfortunately that was all before trying out the site. I think this site is a fake. No way to cancel and get a refund even though I tried it out for 5 mins."
2,Lamar35,"There should be no limit to how many videos Ai videos we can make when we just payed 40 bucks for the yearly subscription. The app is definitely fun to play with, but that limit thing needs to be fixed, once it is then I’ll give it a 5 star. Make my 40 bucks worth it"
1,Cost money not free,"So I downloaded it to check it out, and when I tried to use any of the three AI tools, I couldn't access any of them. In order for me to use an AI tool or style it, it takes me to a payment page asking for monthly or yearly payment. It doesn't let you try anything out without paying for it, so I rate it 1 out of 5 stars."
4,that_random_girl3210,This is cool. The ad says I can use pictures of a pet but when I try to put a picture of one of my dogs it says it can’t detect a face even though I use very clear pics of their faces
5,Djoon!,"After the update, everything started working fine. I recommend downloading and subscribing"
1,BrohamTy,i've tried to get the smash feature and the explode feature etc. to work on the latest update to the iPhone it does not work I have contacted tech-support and they gave me a list of things to try that do not work when I responded back to tech-support they have not responded back to me total waste.
1,mordecool ice,No matter images I put up or try. I would wait 5 minutes or longer every time only for it to say it had an error and to try again later. I have yet been able to create any video yet on this app. This is a major problem in my opinion and definitely needs to be corrected. Wasted my money unfortunately
1,imyourchauffeur,"Even before I got to the second screen looking the F wanted me to review. How can you review something you haven’t tried. Then it said I was able to try the app but then after inputting information, it wanted a subscription and money. It seems that all of the AI apps, including this one, have a tendency to ask for money upfront, and then are a big letdown in the long run"
3,Long term app user,"My requests were very challenging, however, while AI wasn’t quite able to give a professional video, it gave me very helpful product (video) that helped me with my designs. There is room for improvement. I would recommend it anytime"
5,end the filibuster,"I just sent my daughter a video of my face being smooshed and folded up, starting from the mouth, telling her I hope she finds it therapeutic! 🤣🤣🤣.   I’m gonna have endless fun with this!! 😎👍🏻"
